Date,Line Number,Station Number,Station,Ride Type,Before 6AM,06AM-07AM,07AM - 08AM,08AM - 09AM,09AM-10AM,10AM-11AM,11AM-12PM,12PM-13PM,13PM-14PM,14PM-15PM,15PM-16PM,16PM-17PM,17PM-18PM,18PM-19PM,19PM-20PM,20PM-21PM,21PM-22PM,22PM-23PM,23PM-24AM,After 24AM
2024.1.1,2,219,Samseong (World Trade Center Seoul),boarding,106,134,157,198,224,353,500,688,967,1226,1571,1903,2232,1884,1446,1413,1414,901,156,0
2024.1.1,2,219,Samseong (World Trade Center Seoul),alighting,47,413,483,651,825,978,1200,1548,1648,1478,1585,1296,1168,883,523,400,293,222,121,155
2024.1.1,2,220,Seolleung,boarding,133,258,199,255,269,465,553,665,743,705,770,811,790,779,607,678,797,743,209,0
2024.1.1,2,220,Seolleung,alighting,72,322,355,477,578,527,471,605,645,642,536,607,634,585,506,445,427,387,186,38
2024.1.1,2,221,Yeoksam,boarding,89,211,165,234,277,463,445,865,499,519,516,561,593,591,460,494,507,374,123,0
2024.1.1,2,221,Yeoksam,alighting,75,321,323,548,623,751,458,536,566,561,544,521,561,501,453,530,399,363,195,0
2024.1.1,2,222,Gangnam,boarding,810,737,401,449,475,595,874,1028,1178,1482,1683,1843,2106,1780,1795,2023,2192,1965,942,4
2024.1.1,2,222,Gangnam,alighting,140,539,514,709,1200,1097,1207,1506,1732,1700,1883,1889,1971,1965,1399,1097,922,672,438,2
2024.1.1,2,223,Seoul Nat'l Univ. of Education(Court & Prosecutors’ Office),boarding,57,198,147,161,175,278,317,425,444,524,502,534,531,485,488,484,510,340,139,0
2024.1.1,2,223,Seoul Nat'l Univ. of Education(Court & Prosecutors’ Office),alighting,82,281,223,405,568,521,456,516,550,543,527,645,673,584,413,372,390,323,194,12
2024.1.1,2,224,Seocho,boarding,48,139,103,142,179,182,219,256,312,350,354,357,388,284,263,305,251,155,63,0
2024.1.1,2,224,Seocho,alighting,36,198,125,197,239,201,197,230,259,231,207,246,261,258,189,219,194,176,86,0
2024.1.1,2,225,Bangbae,boarding,63,138,105,131,160,230,223,313,309,361,336,316,327,243,185,241,274,179,89,0
2024.1.1,2,225,Bangbae,alighting,58,157,120,165,261,240,192,247,225,307,308,317,362,336,263,289,238,252,127,0
2024.1.1,2,226,Sadang,boarding,253,364,339,422,627,764,863,973,1088,1202,1327,1361,1366,1281,1222,1198,1054,829,379,0
2024.1.1,2,226,Sadang,alighting,108,795,331,402,716,801,888,1077,1091,1062,1248,1381,1566,1512,1125,1073,1055,866,618,46
2024.1.1,2,227,Nakseongdae(Ganggamchan),boarding,202,300,375,457,665,606,864,844,944,827,897,845,867,630,450,411,385,273,95,0
2024.1.1,2,227,Nakseongdae(Ganggamchan),alighting,87,338,232,261,360,394,416,537,651,795,991,1042,1000,1116,1096,1142,1083,951,622,3
2024.1.1,2,228,Seoul Nat‘l Univ. (Gwanak-gu Office),boarding,439,541,481,729,829,989,1084,1311,1441,1354,1440,1465,1360,1195,942,844,813,675,334,3
2024.1.1,2,228,Seoul Nat‘l Univ. (Gwanak-gu Office),alighting,145,546,364,524,632,745,800,1082,1177,1325,1560,1651,1899,1794,1695,1483,1600,1369,769,364
2024.1.1,2,229,Bongcheon,boarding,228,294,303,462,652,804,685,768,782,851,704,713,690,484,399,324,286,225,86,0
2024.1.1,2,229,Bongcheon,alighting,61,216,235,248,353,384,515,541,562,677,785,893,900,838,700,717,888,671,383,33
2024.1.1,2,230,Sillim,boarding,678,876,957,1212,1444,1492,1703,1930,1868,1915,1935,1923,1842,1514,1268,1150,1043,784,413,3
2024.1.1,2,230,Sillim,alighting,237,746,459,603,863,938,1081,1306,1502,1754,1969,2232,2475,2278,2218,2287,2145,1914,1349,4
2024.1.1,2,231,Sindaebang,boarding,334,422,444,767,980,908,993,936,852,893,927,827,696,657,425,395,293,241,69,2
2024.1.1,2,231,Sindaebang,alighting,106,330,201,285,396,393,479,589,635,714,870,972,1071,1052,914,1063,1204,902,616,0
2024.1.1,2,232,Guro Digital Complex,boarding,574,614,638,986,1243,1173,1327,1515,1430,1486,1489,1475,1423,1260,1004,850,723,490,194,0
2024.1.1,2,232,Guro Digital Complex,alighting,189,501,344,522,654,744,962,1118,1303,1482,1443,1536,1611,1667,1392,1411,1593,1431,796,0
2024.1.1,2,233,Daerim (Guro-gu Office),boarding,347,391,482,833,986,878,869,859,982,1074,1098,986,824,772,602,482,309,243,159,3
2024.1.1,2,233,Daerim (Guro-gu Office),alighting,101,245,218,328,500,825,1313,1012,850,937,934,960,914,797,706,776,990,797,490,7
2024.1.1,2,234,Sindorim,boarding,528,473,476,627,869,960,1158,1413,1432,1549,1534,1585,1555,1296,1095,945,818,525,214,8
2024.1.1,2,234,Sindorim,alighting,237,456,376,582,661,974,1036,1209,1372,1484,1557,1695,1635,1540,1249,1182,1080,968,781,202
2024.1.1,2,235,Mullae,boarding,90,186,137,191,218,270,338,401,412,405,431,411,452,403,354,373,402,304,130,0
2024.1.1,2,235,Mullae,alighting,63,169,152,251,298,268,338,407,467,486,468,629,610,473,375,301,298,234,150,5
2024.1.1,2,236,Yeongdeungpo-gu Office,boarding,108,160,152,228,279,312,364,471,455,406,431,437,422,433,318,300,304,198,107,2
2024.1.1,2,236,Yeongdeungpo-gu Office,alighting,81,167,136,261,260,307,313,373,394,459,524,502,546,466,339,419,322,295,225,18
2024.1.1,2,237,Dangsan,boarding,107,146,147,454,348,323,404,516,447,499,512,541,500,396,309,340,279,218,107,5
2024.1.1,2,237,Dangsan,alighting,73,379,273,201,279,244,286,372,356,391,464,528,596,605,516,470,407,336,311,16
2024.1.1,2,238,Hapjeong,boarding,1111,680,419,508,465,552,667,762,861,925,1005,1091,1228,1055,1096,1331,1232,1037,506,0
2024.1.1,2,238,Hapjeong,alighting,127,274,271,318,543,679,907,1109,1316,1451,1369,1387,1632,1225,928,833,629,548,362,48
2024.1.1,2,239,Hongik Univ.,boarding,5080,2889,1803,1319,1192,1234,1643,1874,2036,2759,3158,3912,4185,4151,4197,4462,4849,4612,2138,12
2024.1.1,2,239,Hongik Univ.,alighting,281,561,466,656,1175,1633,3043,4404,4663,4863,5171,4984,4777,3962,3072,2588,1987,1529,1030,289
2024.1.1,2,240,Sinchon,boarding,707,524,374,402,493,577,895,1149,1073,1179,1230,1392,1417,1242,1049,1186,1313,1257,459,0
2024.1.1,2,240,Sinchon,alighting,132,288,279,392,554,739,902,1055,1321,1406,1330,1399,1607,1371,1058,947,895,820,472,0
2024.1.1,2,241,Ewha Womans Univ.,boarding,102,140,156,188,250,313,369,440,476,484,539,477,537,389,296,250,196,254,99,0
2024.1.1,2,241,Ewha Womans Univ.,alighting,54,134,96,146,236,314,383,451,449,514,574,634,611,501,451,561,522,493,324,0
2024.1.1,2,242,Ahyeon,boarding,75,110,118,143,228,299,348,408,353,345,353,335,305,241,187,134,119,83,36,2
2024.1.1,2,242,Ahyeon,alighting,26,96,82,120,154,127,196,203,244,292,322,369,375,330,322,327,305,269,160,0
2024.1.1,2,243,Chungjeongno (Kyonggi Univ.),boarding,97,107,66,132,143,228,266,207,257,201,184,242,170,236,139,98,93,72,31,0
2024.1.1,2,243,Chungjeongno (Kyonggi Univ.),alighting,60,116,70,157,129,136,147,195,223,201,207,303,246,244,223,184,160,171,119,4
2024.1.1,2,244,Yongdap,boarding,32,37,38,61,93,105,98,118,124,140,161,115,118,112,52,32,36,34,19,2
2024.1.1,2,244,Yongdap,alighting,8,36,30,27,34,44,44,63,81,99,141,154,153,145,92,128,152,129,108,0
2024.1.1,2,245,Sindap,boarding,13,5,23,30,42,50,47,55,47,47,59,56,31,20,23,16,5,10,5,0
2024.1.1,2,245,Sindap,alighting,4,10,16,17,20,25,23,30,38,50,52,59,55,65,52,51,53,39,44,0
2024.1.1,2,246,Sinseoldong,boarding,34,16,26,40,56,103,112,195,209,260,259,216,136,95,56,75,51,27,8,3
2024.1.1,2,246,Sinseoldong,alighting,9,37,31,43,68,115,176,220,227,169,148,121,122,90,87,97,92,48,55,4
2024.1.1,2,247,Dorimcheon,boarding,17,19,13,14,34,220,48,24,22,34,32,24,30,25,11,9,21,10,2,3
2024.1.1,2,247,Dorimcheon,alighting,6,20,129,120,26,20,17,24,32,21,41,34,32,32,29,36,23,19,13,2
2024.1.1,2,248,Yangcheon-gu Office,boarding,80,79,93,150,170,215,229,240,235,237,171,165,161,126,99,55,46,38,16,0
2024.1.1,2,248,Yangcheon-gu Office,alighting,36,57,41,85,84,72,97,122,151,159,231,258,257,264,211,198,190,173,109,0
2024.1.1,2,249,Sinjeongnegeori,boarding,104,124,133,194,265,296,318,341,370,331,313,323,261,214,155,148,90,67,35,0
2024.1.1,2,249,Sinjeongnegeori,alighting,50,101,77,127,156,169,155,198,231,235,358,355,405,385,330,289,287,263,178,0
2024.1.1,2,250,Yongdu (Dongdaemun-gu Office),boarding,20,19,24,39,29,59,65,96,102,102,105,107,102,67,49,40,28,22,9,1
2024.1.1,2,250,Yongdu (Dongdaemun-gu Office),alighting,2,23,21,29,40,42,55,76,100,91,97,76,89,84,90,73,86,36,31,1
2024.1.1,3,309,Jichuk,boarding,39,83,79,114,147,201,228,225,254,232,296,261,195,196,120,109,122,74,28,0
2024.1.1,3,309,Jichuk,alighting,27,56,65,78,120,105,124,163,177,183,228,224,229,234,204,207,198,143,89,1
2024.1.1,3,310,Gupabal,boarding,175,238,237,341,367,465,553,757,740,908,960,1028,903,693,525,479,313,272,53,2
2024.1.1,3,310,Gupabal,alighting,28,266,216,311,606,535,684,810,729,853,875,849,806,662,619,562,469,365,345,56
2024.1.1,3,311,Yeonsinnae,boarding,400,532,523,689,927,961,1294,1275,1306,1314,1315,1214,1156,830,753,592,532,438,174,1
2024.1.1,3,311,Yeonsinnae,alighting,64,345,322,498,632,647,800,907,978,1043,1284,1478,1494,1339,1170,1040,1062,949,541,42
2024.1.1,3,312,Bulgwang,boarding,111,199,231,290,423,456,522,661,592,742,718,733,673,525,370,318,211,182,51,0
2024.1.1,3,312,Bulgwang,alighting,48,275,146,233,510,512,573,694,790,700,659,729,695,590,529,479,458,378,216,16
2024.1.1,3,313,Nokbeon,boarding,126,225,231,285,413,393,499,519,507,478,441,406,356,263,206,165,115,84,30,0
2024.1.1,3,313,Nokbeon,alighting,28,131,95,141,162,175,174,267,280,314,389,565,509,558,443,421,446,384,175,16
2024.1.1,3,314,Hongje,boarding,173,230,243,349,489,626,694,762,702,689,656,630,567,367,323,249,182,136,38,5
2024.1.1,3,314,Hongje,alighting,33,250,173,233,297,259,374,412,485,561,594,733,694,599,576,462,471,444,229,6
2024.1.1,3,315,Muakjae,boarding,51,80,64,174,166,180,144,161,166,139,169,124,100,77,62,52,37,28,13,0
2024.1.1,3,315,Muakjae,alighting,23,262,67,40,59,91,97,121,120,116,164,160,206,164,154,138,117,96,74,0
2024.1.1,3,316,Dongnimmun,boarding,88,117,94,283,265,213,291,314,291,298,283,227,232,135,84,87,81,52,10,0
2024.1.1,3,316,Dongnimmun,alighting,23,529,113,102,202,235,230,230,204,279,220,276,225,206,161,177,145,101,77,49
2024.1.1,3,317,Gyeongbokgung (Government Complex-Seoul),boarding,114,116,115,381,450,494,593,822,980,1464,1559,1930,1504,1030,828,612,493,256,101,0
2024.1.1,3,317,Gyeongbokgung (Government Complex-Seoul),alighting,32,794,295,484,908,1301,1541,1711,1909,1680,1507,905,776,516,395,246,191,210,76,7
2024.1.1,3,318,Anguk,boarding,70,94,75,143,196,305,551,752,871,1157,1544,1750,1698,1303,968,658,574,268,83,3
2024.1.1,3,318,Anguk,alighting,32,186,235,435,705,967,1574,1552,1713,1628,1225,1091,769,402,247,192,139,120,68,6
2024.1.1,3,319,Jongno 3(sam)ga,boarding,93,71,60,58,115,132,189,226,252,271,368,386,424,344,347,325,278,294,98,5
2024.1.1,3,319,Jongno 3(sam)ga,alighting,23,66,63,129,193,367,441,584,520,573,485,396,344,225,178,156,105,87,72,9
2024.1.1,3,320,Euljiro 3(sam)ga,boarding,51,66,56,69,142,307,293,283,354,286,307,298,308,288,201,284,252,166,82,0
2024.1.1,3,320,Euljiro 3(sam)ga,alighting,27,74,77,144,195,266,244,217,230,237,338,348,334,302,198,177,99,104,67,0
2024.1.1,3,322,Dongguk Univ.,boarding,49,90,73,195,290,233,212,270,269,357,427,413,482,496,293,324,169,189,41,0
2024.1.1,3,322,Dongguk Univ.,alighting,46,633,389,418,391,516,424,485,504,450,389,340,330,247,188,138,133,104,74,14
2024.1.1,3,323,Yaksu,boarding,160,178,159,221,343,384,339,405,434,401,416,422,407,316,290,236,206,153,86,4
2024.1.1,3,323,Yaksu,alighting,29,144,108,217,214,216,266,324,328,327,428,449,448,438,385,317,329,264,160,39
2024.1.1,3,324,Geumho,boarding,68,115,115,210,258,254,268,295,272,281,285,249,214,179,132,99,75,40,23,0
2024.1.1,3,324,Geumho,alighting,25,92,78,86,88,106,124,156,209,255,251,290,341,257,237,237,241,187,94,0
2024.1.1,3,325,Oksu,boarding,62,97,153,450,243,265,316,325,367,377,298,310,271,231,196,148,129,70,33,3
2024.1.1,3,325,Oksu,alighting,29,238,394,146,140,137,187,239,271,279,300,382,432,314,270,220,237,203,132,16
2024.1.1,3,326,Apgujeong,boarding,129,225,141,274,224,435,420,647,679,668,620,777,743,662,522,550,589,655,106,2
2024.1.1,3,326,Apgujeong,alighting,31,319,342,550,771,729,822,650,691,616,737,686,742,643,428,248,228,224,104,37
2024.1.1,3,327,Sinsa,boarding,380,384,251,213,239,293,298,348,565,516,659,737,775,773,651,769,895,657,242,0
2024.1.1,3,327,Sinsa,alighting,39,203,175,300,368,522,599,692,761,795,600,890,867,653,467,418,356,284,155,1
2024.1.1,3,328,Jamwon,boarding,26,89,68,78,99,133,132,134,133,189,156,166,164,132,78,78,82,38,11,0
2024.1.1,3,328,Jamwon,alighting,12,60,32,73,85,83,106,105,137,152,132,160,183,174,106,97,85,131,42,0
2024.1.1,3,329,Express Bus Terminal,boarding,144,144,269,382,603,915,1375,1834,2275,2914,3517,3953,3999,3677,3885,3756,3450,1652,713,0
2024.1.1,3,329,Express Bus Terminal,alighting,123,684,590,871,1140,1533,1645,2115,2459,2763,2637,2611,2443,1899,1603,1182,799,508,222,6
2024.1.1,3,330,Seoul Nat'l Univ. of Education(Court & Prosecutors’ Office),boarding,39,100,70,96,105,136,220,239,242,278,268,260,267,281,285,207,227,164,61,1
2024.1.1,3,330,Seoul Nat'l Univ. of Education(Court & Prosecutors’ Office),alighting,8,52,52,66,118,134,106,158,147,146,145,145,204,145,133,110,94,113,39,2
2024.1.1,3,331,Nambu Bus Terminal (Seoul Arts Center),boarding,71,164,183,260,397,502,762,900,919,931,1047,1088,1490,984,854,922,702,461,178,0
2024.1.1,3,331,Nambu Bus Terminal (Seoul Arts Center),alighting,22,456,287,459,485,575,602,797,997,905,950,960,934,921,869,606,393,299,184,0
2024.1.1,3,332,Yangjae (Seocho-gu Office),boarding,160,243,199,309,550,447,459,575,602,733,618,618,672,557,571,544,461,254,105,0
2024.1.1,3,332,Yangjae (Seocho-gu Office),alighting,18,359,582,517,580,576,461,582,581,600,606,714,786,849,745,641,477,458,243,27
2024.1.1,3,333,Maebong,boarding,41,90,73,105,144,142,164,184,248,221,260,272,245,228,162,180,236,94,37,1
2024.1.1,3,333,Maebong,alighting,21,107,103,160,201,185,202,216,238,176,244,221,284,214,187,140,125,115,82,6
2024.1.1,3,334,Dogok,boarding,22,31,18,48,67,76,84,80,96,132,96,105,115,117,79,101,89,86,28,2
2024.1.1,3,334,Dogok,alighting,20,52,75,98,118,106,96,102,82,110,106,109,121,107,73,85,76,48,43,30
2024.1.1,3,335,Daechi,boarding,58,151,117,143,154,203,197,265,328,282,271,374,394,339,218,186,297,754,67,2
2024.1.1,3,335,Daechi,alighting,24,151,253,234,234,199,213,281,323,259,240,326,405,329,236,162,194,149,102,0
2024.1.1,3,336,Hangnyeoul,boarding,12,20,22,28,19,31,44,62,51,58,50,56,59,45,18,24,20,15,7,1
2024.1.1,3,336,Hangnyeoul,alighting,7,33,17,33,32,36,35,38,43,47,50,40,30,55,36,33,22,27,16,0
2024.1.1,3,337,Daecheong,boarding,70,110,121,174,217,253,242,279,302,310,265,240,254,180,150,111,115,74,17,0
2024.1.1,3,337,Daecheong,alighting,25,101,78,115,127,119,163,178,210,246,269,288,333,379,259,261,234,239,130,15
2024.1.1,3,338,Irwon,boarding,40,74,114,153,181,171,220,266,253,246,249,326,252,171,99,101,85,71,26,0
2024.1.1,3,338,Irwon,alighting,28,166,158,81,134,157,156,221,193,254,216,250,246,258,181,161,201,167,90,7
2024.1.1,3,339,Suseo,boarding,91,90,181,337,393,761,615,777,749,560,814,815,769,748,488,617,409,470,210,0
2024.1.1,3,339,Suseo,alighting,42,238,310,403,410,453,431,589,566,627,664,735,768,804,582,564,549,347,120,14
2024.1.1,3,340,Garak Market,boarding,55,82,91,99,141,171,211,282,248,270,264,239,236,241,159,126,84,87,17,0
2024.1.1,3,340,Garak Market,alighting,9,101,69,101,150,161,174,215,227,221,251,282,261,235,163,130,141,138,79,18
2024.1.1,3,341,National Police Hospital,boarding,42,82,112,111,150,166,151,213,183,186,200,195,141,149,92,82,101,59,12,2
2024.1.1,3,341,National Police Hospital,alighting,4,68,50,84,146,144,122,141,154,146,179,211,270,170,193,163,129,147,109,14
2024.1.1,3,342,Ogeum,boarding,77,77,82,113,132,127,138,142,149,119,149,161,115,107,80,87,32,32,3,0
2024.1.1,3,342,Ogeum,alighting,1,57,44,53,66,58,73,100,103,123,135,145,172,162,147,143,122,172,92,23
2024.1.1,3,409,Danggogae,boarding,130,133,168,321,326,292,377,380,410,439,418,364,295,269,151,159,116,58,22,0
2024.1.1,3,409,Danggogae,alighting,4,252,133,139,208,225,216,238,231,273,311,365,366,348,313,288,253,266,160,22
2024.1.1,4,410,Sanggye,boarding,227,290,340,396,570,556,641,791,697,720,711,670,519,459,385,263,192,184,66,0
2024.1.1,4,410,Sanggye,alighting,13,364,144,251,313,354,325,457,417,463,581,598,674,645,537,530,473,438,346,0
2024.1.1,4,411,Nowon,boarding,446,538,361,481,582,632,763,912,1006,1016,1107,1084,1033,934,830,797,713,650,265,0
2024.1.1,4,411,Nowon,alighting,55,313,266,476,695,651,801,977,1011,1059,1230,1309,1300,1378,979,847,770,666,432,59
2024.1.1,4,412,Changdong,boarding,293,331,292,404,544,808,811,896,962,938,997,1098,1001,811,677,522,417,259,138,11
2024.1.1,4,412,Changdong,alighting,54,256,270,379,486,517,572,890,1039,1054,1125,1136,1018,983,707,723,597,559,424,87
2024.1.1,4,413,Ssangmun,boarding,349,457,472,633,841,849,860,1025,1072,1013,943,861,794,628,515,389,299,189,95,0
2024.1.1,4,413,Ssangmun,alighting,47,269,208,307,347,395,507,561,598,689,784,1041,1036,1022,797,830,921,882,539,5
2024.1.1,4,414,Suyu (Gangbuk-gu Office),boarding,348,529,568,804,954,1009,1051,1280,1335,1280,1321,1311,1175,1036,823,656,600,494,236,0
2024.1.1,4,414,Suyu (Gangbuk-gu Office),alighting,124,417,292,398,541,549,783,903,928,1127,1126,1402,1503,1414,1273,1217,1192,1093,701,0
2024.1.1,4,415,Mia (Seoul Cyber Univ.),boarding,172,193,237,311,433,517,498,501,555,530,515,443,443,329,260,209,174,118,43,0
2024.1.1,4,415,Mia (Seoul Cyber Univ.),alighting,48,134,145,174,217,243,307,315,337,422,463,557,582,523,426,389,436,375,255,0
2024.1.1,4,416,Miasageori ,boarding,240,344,390,606,726,822,906,945,1032,1012,946,991,864,657,542,448,393,293,118,0
2024.1.1,4,416,Miasageori ,alighting,54,300,243,255,420,458,538,684,738,865,882,993,1141,974,787,787,736,608,369,0
2024.1.1,4,417,Gireum,boarding,172,262,258,390,474,570,607,664,735,739,676,724,580,491,292,228,171,157,51,0
2024.1.1,4,417,Gireum,alighting,54,203,172,211,263,255,363,423,534,533,580,649,690,671,681,519,584,568,348,0
2024.1.1,4,418,Sungshin Women's Univ. (Donam),boarding,175,304,253,315,398,497,688,884,680,755,707,804,889,709,626,552,555,484,210,1
2024.1.1,4,418,Sungshin Women's Univ. (Donam),alighting,64,215,194,264,385,385,461,592,651,679,783,931,947,893,715,774,640,664,371,0
2024.1.1,4,419,Hansung Univ. (Samseongyo),boarding,132,143,152,244,299,342,415,458,498,502,560,499,448,311,268,222,212,153,68,0
2024.1.1,4,419,Hansung Univ. (Samseongyo),alighting,34,182,148,191,234,324,390,411,413,411,453,511,437,426,356,358,340,291,212,195
2024.1.1,4,420,Hyehwa,boarding,270,238,257,335,327,339,425,559,695,968,1472,2064,1964,1607,1646,2464,1850,1252,475,0
2024.1.1,4,420,Hyehwa,alighting,58,469,279,318,583,795,1263,2077,3286,1714,1810,1929,1867,977,697,553,535,434,280,7
2024.1.1,4,421,Dongdaemun,boarding,104,54,86,94,142,189,303,411,536,618,683,706,633,603,519,482,485,323,106,10
2024.1.1,4,421,Dongdaemun,alighting,25,92,118,133,268,477,549,745,771,653,618,526,485,382,287,238,168,138,63,7
2024.1.1,4,422,Dongdaemun History & Culture Park(DDP),boarding,228,244,205,260,487,595,661,698,680,710,870,934,963,923,751,720,662,539,250,1
2024.1.1,4,422,Dongdaemun History & Culture Park(DDP),alighting,48,237,229,271,337,428,492,617,763,731,734,698,620,603,475,436,442,304,227,24
2024.1.1,4,423,Chungmuro,boarding,153,178,227,344,443,617,782,752,732,679,770,810,825,741,593,570,473,305,159,0
2024.1.1,4,423,Chungmuro,alighting,53,644,386,353,463,514,799,765,961,903,861,794,723,670,507,488,562,554,310,21
2024.1.1,4,424,Myeongdong,boarding,78,101,186,420,713,1033,1283,1400,1595,1713,2303,2376,2411,2361,2114,2058,2100,1902,735,3
2024.1.1,4,424,Myeongdong,alighting,36,740,619,656,1210,1518,2003,2478,2863,2611,2940,2702,2359,2222,1625,1158,725,535,206,17
2024.1.1,4,425,Hoehyeon (Namdaemun Market),boarding,38,92,80,264,396,332,426,553,594,780,929,866,769,735,576,572,244,132,49,4
2024.1.1,4,425,Hoehyeon (Namdaemun Market),alighting,19,418,232,371,634,620,817,844,866,754,745,631,557,388,256,117,110,124,63,12
2024.1.1,4,426,Seoul Station,boarding,93,130,135,182,231,273,367,392,398,314,343,388,441,383,301,206,192,117,58,0
2024.1.1,4,426,Seoul Station,alighting,53,309,311,381,542,756,790,1054,921,832,1034,981,1132,856,745,585,506,374,210,37
2024.1.1,4,427,Sookmyung Women's Univ. (Garwol),boarding,102,184,133,197,223,343,318,458,381,335,418,405,357,425,302,309,258,236,112,0
2024.1.1,4,427,Sookmyung Women's Univ. (Garwol),alighting,28,106,120,162,143,209,233,289,336,370,428,462,462,466,336,337,329,280,156,0
2024.1.1,4,428,Samgakji,boarding,17,63,19,59,74,99,120,124,161,172,184,181,181,204,188,186,156,185,70,0
2024.1.1,4,428,Samgakji,alighting,29,80,107,93,115,131,150,210,264,192,273,283,335,270,141,133,162,92,57,3
2024.1.1,4,429,Sinyongsan,boarding,19,65,81,161,194,254,353,419,503,580,814,824,894,724,654,804,814,552,207,0
2024.1.1,4,429,Sinyongsan,alighting,25,174,199,259,406,446,568,651,790,806,861,809,782,551,414,374,203,155,57,0
2024.1.1,4,430,Ichon (National Museum of Korea),boarding,33,75,56,108,121,172,212,282,304,313,331,269,221,133,90,83,101,50,24,2
2024.1.1,4,430,Ichon (National Museum of Korea),alighting,25,96,102,151,153,208,167,220,277,271,351,241,194,191,161,187,106,94,81,1
2024.1.1,4,431,Dongjak (Seoul National Cemetery),boarding,7,12,53,256,47,65,83,85,82,76,85,119,101,68,25,37,19,21,15,2
2024.1.1,4,431,Dongjak (Seoul National Cemetery),alighting,4,74,209,84,115,83,100,88,108,114,100,89,76,56,48,48,22,15,24,6
2024.1.1,4,432,Chongshin Univ. (Isu),boarding,124,230,229,289,348,467,518,618,693,678,645,629,535,456,397,341,329,261,125,0
2024.1.1,4,432,Chongshin Univ. (Isu),alighting,30,164,146,271,330,367,422,537,623,732,847,949,802,770,501,487,479,328,226,23
2024.1.1,4,433,Sadang,boarding,193,253,246,324,463,652,709,870,866,956,888,916,907,744,654,731,536,442,159,2
2024.1.1,4,433,Sadang,alighting,51,387,207,254,439,480,647,663,696,753,898,1035,931,969,796,685,616,540,327,92
2024.1.1,4,434,Namtaeryeong,boarding,9,10,12,39,32,43,46,63,42,63,34,49,57,21,11,19,5,4,2,0
2024.1.1,4,434,Namtaeryeong,alighting,2,14,18,26,23,34,22,36,35,36,36,42,25,36,40,34,15,23,12,6
2024.1.1,4,2511,Banghwa,boarding,76,110,101,674,344,229,233,279,286,285,263,254,214,152,130,84,66,31,19,0
2024.1.1,4,2511,Banghwa,alighting,0,528,295,118,102,114,150,142,216,222,230,284,253,276,235,210,223,199,83,26
2024.1.1,5,2512,Gaehwasan,boarding,70,95,102,155,219,132,167,196,223,187,220,195,197,173,128,79,92,64,9,0
2024.1.1,5,2512,Gaehwasan,alighting,20,280,145,133,89,116,125,168,139,153,195,163,194,164,232,139,155,157,77,15
2024.1.1,5,2513,Gimpo Int'l Airport,boarding,13,34,49,103,226,207,329,374,451,568,763,668,673,585,597,444,487,397,129,4
2024.1.1,5,2513,Gimpo Int'l Airport,alighting,107,204,166,242,332,388,476,479,572,550,538,527,441,331,220,115,40,35,22,8
2024.1.1,5,2514,Songjeong,boarding,72,142,123,150,204,193,198,260,246,211,201,232,213,157,158,110,82,70,25,0
2024.1.1,5,2514,Songjeong,alighting,28,70,69,126,127,111,147,142,176,190,212,236,258,256,211,178,218,189,128,13
2024.1.1,5,2515,Magok,boarding,54,148,101,128,126,133,147,219,231,238,236,221,213,212,179,141,191,110,39,2
2024.1.1,5,2515,Magok,alighting,19,55,80,151,150,148,190,214,232,213,242,248,285,264,202,173,161,156,84,6
2024.1.1,5,2516,Balsan,boarding,139,210,197,196,221,257,353,511,485,608,777,681,673,614,529,556,613,484,182,0
2024.1.1,5,2516,Balsan,alighting,45,190,181,326,416,455,547,577,645,678,732,790,780,653,523,409,358,331,144,20
2024.1.1,5,2517,Ujangsan,boarding,130,263,172,257,328,325,397,468,539,467,411,467,351,303,229,182,157,87,35,0
2024.1.1,5,2517,Ujangsan,alighting,35,142,121,257,236,199,254,296,317,332,446,510,501,461,414,379,424,362,221,0
2024.1.1,5,2518,Hwagok,boarding,343,491,445,611,751,701,840,1054,940,943,820,799,823,700,465,427,322,223,111,0
2024.1.1,5,2518,Hwagok,alighting,39,262,236,366,446,334,454,571,617,721,872,1001,1067,1023,903,865,925,833,499,57
2024.1.1,5,2519,Kkachisan,boarding,387,497,484,686,885,841,991,1059,1068,969,939,841,759,601,449,402,352,244,77,3
2024.1.1,5,2519,Kkachisan,alighting,34,319,206,306,406,364,456,614,661,764,952,1218,1195,1229,1011,1015,982,878,517,47
2024.1.1,5,2520,Sinjeong(Eunhaengjeong),boarding,186,199,236,316,366,385,409,455,447,384,386,324,329,235,164,137,124,73,29,0
2024.1.1,5,2520,Sinjeong(Eunhaengjeong),alighting,24,116,97,121,177,145,167,269,245,235,385,400,469,441,381,389,394,366,190,25
2024.1.1,5,2521,Mok-dong,boarding,153,192,204,279,306,341,446,500,473,507,455,443,423,335,259,228,243,205,90,0
2024.1.1,5,2521,Mok-dong,alighting,30,111,124,190,240,194,262,318,354,332,483,534,599,566,434,434,497,389,214,28
2024.1.1,5,2522,Omokgyo(Mokdong Stadium),boarding,122,162,152,224,275,348,396,511,487,580,588,709,586,612,517,489,574,468,124,0
2024.1.1,5,2522,Omokgyo(Mokdong Stadium),alighting,43,157,167,336,476,434,462,515,545,613,752,755,796,672,508,385,357,294,196,27
2024.1.1,5,2523,Yangpyeong,boarding,51,84,85,107,114,126,154,163,192,139,168,155,136,110,65,94,76,45,22,0
