Date,Line Number,Station Number,Station,Ride Type,Before 6AM,06AM-07AM,07AM - 08AM,08AM - 09AM,09AM-10AM,10AM-11AM,11AM-12PM,12PM-13PM,13PM-14PM,14PM-15PM,15PM-16PM,16PM-17PM,17PM-18PM,18PM-19PM,19PM-20PM,20PM-21PM,21PM-22PM,22PM-23PM,23PM-24AM,After 24AM
2023.12.31,4,410,Sanggye,alighting,7,126,132,241,379,438,412,463,556,635,689,828,836,911,738,626,675,582,469,278
2023.12.31,4,411,Nowon,boarding,217,284,373,787,855,1067,987,1290,1365,1456,1588,1479,1458,1308,1165,1181,1034,964,432,146
2023.12.31,4,411,Nowon,alighting,20,365,281,653,862,1082,1077,1375,1447,1489,1517,1559,1793,1890,1495,1388,1330,1215,847,534
2023.12.31,4,412,Changdong,boarding,273,296,380,616,835,1088,1017,1337,1247,1231,1370,1406,1434,1514,855,675,667,559,218,53
2023.12.31,4,412,Changdong,alighting,46,194,258,503,741,1155,902,1089,1385,1299,1340,1318,1351,1170,987,928,988,836,546,376
2023.12.31,4,413,Ssangmun,boarding,277,476,610,986,1397,1486,1420,1443,1507,1371,1269,1160,950,815,657,693,580,562,164,80
2023.12.31,4,413,Ssangmun,alighting,35,205,239,362,417,646,580,758,819,888,1034,1147,1382,1514,959,1209,1224,977,749,407
2023.12.31,4,414,Suyu (Gangbuk-gu Office),boarding,309,552,658,1177,1548,1507,1387,1597,1641,1569,1649,1679,1669,1392,1124,1054,1076,965,387,119
2023.12.31,4,414,Suyu (Gangbuk-gu Office),alighting,80,246,254,463,631,838,826,1081,1252,1333,1448,1719,1894,1841,1663,1606,1837,1549,958,646
2023.12.31,4,415,Mia (Seoul Cyber Univ.),boarding,148,214,287,535,659,710,616,847,753,709,648,678,537,494,578,349,249,270,95,103
2023.12.31,4,415,Mia (Seoul Cyber Univ.),alighting,30,99,188,246,264,495,352,441,505,532,605,734,668,727,581,545,642,531,301,189
2023.12.31,4,416,Miasageori ,boarding,199,388,429,877,1153,1216,1087,1230,1373,1342,1312,1373,1277,1037,917,1022,764,547,246,72
2023.12.31,4,416,Miasageori ,alighting,65,170,214,373,617,782,760,932,1039,1110,1292,1365,1406,1532,1203,1102,1069,882,530,396
2023.12.31,4,417,Gireum,boarding,140,230,323,578,753,943,820,1034,1071,1033,928,916,808,727,483,472,381,392,166,54
2023.12.31,4,417,Gireum,alighting,27,139,143,239,414,449,450,506,754,738,708,927,968,1049,808,766,805,740,445,340
2023.12.31,4,418,Sungshin Women's Univ. (Donam),boarding,120,240,295,473,666,781,915,1019,1088,1127,1080,1149,1208,1013,867,764,835,880,425,130
2023.12.31,4,418,Sungshin Women's Univ. (Donam),alighting,59,131,119,257,412,606,636,684,853,954,971,1206,1325,1243,1019,1046,889,940,639,612
2023.12.31,4,419,Hansung Univ. (Samseongyo),boarding,98,149,187,316,513,522,604,712,752,661,683,633,595,485,380,406,343,314,129,52
2023.12.31,4,419,Hansung Univ. (Samseongyo),alighting,14,109,118,236,363,425,409,406,535,502,547,664,622,565,489,421,451,326,262,496
2023.12.31,4,420,Hyehwa,boarding,87,133,278,254,400,491,572,843,1022,1395,2501,3389,2995,3036,2780,3627,2899,2290,948,342
2023.12.31,4,420,Hyehwa,alighting,27,304,224,447,846,1258,2263,3671,4874,3264,2810,2730,2892,1641,1197,927,799,710,472,455
2023.12.31,4,421,Dongdaemun,boarding,33,40,85,98,132,206,320,525,675,790,936,1053,949,915,887,729,811,660,314,1970
2023.12.31,4,421,Dongdaemun,alighting,18,82,126,222,352,731,878,1005,901,953,920,823,797,727,627,596,596,521,460,282
2023.12.31,4,422,Dongdaemun History & Culture Park(DDP),boarding,61,82,187,223,406,671,790,866,918,1013,1333,1532,1656,1784,1546,1364,1369,1221,673,5242
2023.12.31,4,422,Dongdaemun History & Culture Park(DDP),alighting,31,165,212,334,485,772,956,1023,1332,1433,1431,1362,1341,1421,1216,1380,1706,2003,2732,451
2023.12.31,4,423,Chungmuro,boarding,94,128,209,291,569,724,853,762,733,793,896,958,967,949,765,725,646,671,469,202
2023.12.31,4,423,Chungmuro,alighting,32,170,227,378,486,614,688,798,968,1018,1005,1064,950,903,719,582,678,597,458,778
2023.12.31,4,424,Myeongdong,boarding,44,81,220,334,797,1206,1360,1673,1790,2004,2315,2881,3138,3395,3309,3224,3211,2964,1429,757
2023.12.31,4,424,Myeongdong,alighting,31,394,554,831,1510,2009,2671,3145,3748,3597,3871,4154,4047,3594,2716,1990,1337,946,411,1026
2023.12.31,4,425,Hoehyeon (Namdaemun Market),boarding,38,56,122,154,265,361,548,692,856,1078,1171,1256,1389,1670,1499,1728,758,333,133,218
2023.12.31,4,425,Hoehyeon (Namdaemun Market),alighting,10,144,265,504,1242,1301,1280,1139,1148,1201,1233,1187,1170,933,639,393,290,193,104,207
2023.12.31,4,426,Seoul Station,boarding,96,113,119,208,389,386,509,480,494,463,492,492,416,421,325,345,246,244,131,97
2023.12.31,4,426,Seoul Station,alighting,17,361,376,525,883,815,939,1070,913,1051,1026,1153,1041,955,925,699,743,526,237,472
2023.12.31,4,427,Sookmyung Women's Univ. (Garwol),boarding,53,103,160,219,470,607,562,710,742,729,542,729,691,645,511,520,508,463,218,229
2023.12.31,4,427,Sookmyung Women's Univ. (Garwol),alighting,19,100,122,269,444,467,639,507,658,662,605,628,641,723,563,492,415,355,265,351
2023.12.31,4,428,Samgakji,boarding,11,31,34,67,110,126,190,203,321,279,306,286,265,265,245,273,330,348,149,37
2023.12.31,4,428,Samgakji,alighting,20,72,118,111,197,337,384,346,370,301,392,439,438,376,326,213,166,149,82,182
2023.12.31,4,429,Sinyongsan,boarding,27,47,111,129,246,271,445,485,656,604,825,1032,941,905,806,830,913,599,214,44
2023.12.31,4,429,Sinyongsan,alighting,26,166,204,337,610,634,838,939,946,949,935,994,957,871,511,449,269,231,111,187
2023.12.31,4,430,Ichon (National Museum of Korea),boarding,30,46,54,127,170,272,330,441,673,636,740,916,1023,730,215,191,175,111,55,48
2023.12.31,4,430,Ichon (National Museum of Korea),alighting,17,117,120,251,459,700,635,703,787,642,723,452,361,320,255,204,191,185,96,81
2023.12.31,4,431,Dongjak (Seoul National Cemetery),boarding,2,12,32,33,26,33,46,51,39,54,83,97,92,71,53,32,23,28,16,10
2023.12.31,4,431,Dongjak (Seoul National Cemetery),alighting,2,46,33,41,56,90,53,64,94,93,93,110,87,70,73,66,21,21,20,37
2023.12.31,4,432,Chongshin Univ. (Isu),boarding,98,181,223,374,708,667,692,892,999,968,863,907,724,585,490,529,473,389,186,61
2023.12.31,4,432,Chongshin Univ. (Isu),alighting,29,134,137,245,410,617,607,685,829,878,943,997,1108,1174,766,601,653,561,321,345
2023.12.31,4,433,Sadang,boarding,183,244,285,559,895,1019,1102,1214,1168,1326,1288,1222,1010,933,776,781,750,696,285,84
2023.12.31,4,433,Sadang,alighting,23,344,217,259,408,552,784,811,885,846,1033,1152,1204,1342,960,868,825,766,617,972
2023.12.31,4,434,Namtaeryeong,boarding,9,14,12,61,87,71,66,81,72,75,45,35,43,27,11,28,14,9,4,2
2023.12.31,4,434,Namtaeryeong,alighting,2,9,17,21,14,20,26,36,38,30,54,42,38,41,40,35,19,27,15,7
2023.12.31,5,2511,Banghwa,boarding,82,91,127,218,314,278,340,376,359,307,295,287,274,163,166,119,117,82,43,4
2023.12.31,5,2511,Banghwa,alighting,1,80,59,121,135,141,159,165,228,272,261,313,265,343,260,258,256,282,115,113
2023.12.31,5,2512,Gaehwasan,boarding,80,78,111,186,253,248,191,214,286,212,262,206,221,191,142,126,103,117,45,4
2023.12.31,5,2512,Gaehwasan,alighting,9,58,82,101,110,162,121,183,197,180,184,233,221,239,197,181,227,174,109,74
2023.12.31,5,2513,Gimpo Int'l Airport,boarding,6,35,47,141,233,305,428,406,569,700,783,748,817,689,638,563,627,507,149,8
2023.12.31,5,2513,Gimpo Int'l Airport,alighting,82,243,185,257,336,535,552,689,697,662,735,670,643,420,346,153,87,49,45,147
2023.12.31,5,2514,Songjeong,boarding,51,91,110,185,297,305,303,312,279,279,280,363,252,207,155,131,164,168,45,31
2023.12.31,5,2514,Songjeong,alighting,15,57,77,119,130,170,149,175,248,216,282,276,284,296,222,214,246,267,173,137
2023.12.31,5,2515,Magok,boarding,44,68,96,174,228,279,245,329,341,286,380,360,277,256,223,191,221,177,56,11
2023.12.31,5,2515,Magok,alighting,41,58,84,115,233,209,234,273,387,326,309,343,410,317,250,208,210,170,135,138
2023.12.31,5,2516,Balsan,boarding,60,146,174,234,308,426,430,553,680,816,870,923,977,784,703,743,729,764,269,52
2023.12.31,5,2516,Balsan,alighting,31,156,188,282,512,561,628,778,935,833,806,989,1066,972,841,801,608,531,406,236
2023.12.31,5,2517,Ujangsan,boarding,105,163,220,347,491,637,560,672,720,676,627,619,525,367,299,237,246,215,81,58
2023.12.31,5,2517,Ujangsan,alighting,21,112,95,197,257,325,325,328,445,533,590,613,719,560,599,471,452,481,274,168
2023.12.31,5,2518,Hwagok,boarding,311,360,493,869,1312,1223,1214,1366,1390,1231,1113,1146,981,790,686,589,564,480,208,79
2023.12.31,5,2518,Hwagok,alighting,25,181,181,328,384,526,507,592,576,950,882,1060,1319,1141,1292,1151,1156,1157,625,470
2023.12.31,5,2519,Kkachisan,boarding,342,416,552,975,1421,1311,1356,1386,1333,1228,1150,1163,1034,780,638,599,587,504,186,60
2023.12.31,5,2519,Kkachisan,alighting,28,220,213,266,417,494,507,603,801,925,1031,1163,1392,1403,1420,1195,1331,1080,734,479
2023.12.31,5,2520,Sinjeong(Eunhaengjeong),boarding,135,185,279,412,646,567,537,666,576,527,460,407,413,324,258,259,202,204,71,20
2023.12.31,5,2520,Sinjeong(Eunhaengjeong),alighting,17,82,75,106,201,201,165,245,260,388,403,510,496,557,431,444,476,478,304,237
2023.12.31,5,2521,Mok-dong,boarding,118,171,252,361,504,577,509,662,677,655,624,579,527,454,376,317,334,281,120,49
2023.12.31,5,2521,Mok-dong,alighting,34,99,125,183,322,319,295,391,430,444,547,608,679,615,619,590,652,551,313,300
2023.12.31,5,2522,Omokgyo(Mokdong Stadium),boarding,79,122,137,278,368,432,512,717,828,795,913,952,1126,994,827,1045,845,593,175,38
2023.12.31,5,2522,Omokgyo(Mokdong Stadium),alighting,31,129,224,435,830,662,736,777,867,858,956,1064,1023,924,754,569,499,520,284,271
2023.12.31,5,2523,Yangpyeong,boarding,44,54,98,123,190,212,228,270,216,240,232,251,199,168,114,91,91,110,47,6
2023.12.31,5,2523,Yangpyeong,alighting,8,50,54,94,105,146,93,154,141,158,164,227,224,229,213,161,188,197,100,122
2023.12.31,5,2524,Yeongdeungpo-gu Office,boarding,33,30,44,78,74,122,119,163,133,145,175,186,140,140,113,99,80,91,27,13
2023.12.31,5,2524,Yeongdeungpo-gu Office,alighting,10,50,37,78,72,80,86,111,100,109,123,115,134,140,111,106,123,91,60,81
2023.12.31,5,2525,Yeongdeungpo Market,boarding,44,65,98,147,199,271,316,422,396,434,508,669,704,755,487,364,344,274,109,43
2023.12.31,5,2525,Yeongdeungpo Market,alighting,22,91,117,193,360,475,422,588,715,540,471,431,398,396,282,275,305,200,170,261
2023.12.31,5,2526,Singil,boarding,21,55,52,125,193,284,193,196,166,178,161,200,200,155,128,80,105,113,81,15
2023.12.31,5,2526,Singil,alighting,9,36,33,50,70,79,76,99,137,130,168,211,187,196,175,235,214,200,128,341
2023.12.31,5,2527,Yeouido,boarding,30,58,98,123,146,179,246,413,508,731,1010,1054,1215,1107,997,1151,821,430,116,36
2023.12.31,5,2527,Yeouido,alighting,28,210,257,348,561,725,897,1029,955,844,953,880,801,675,405,284,229,179,103,252
2023.12.31,5,2528,Yeouinaru,boarding,17,41,46,102,79,153,172,362,385,646,596,985,861,1066,759,965,727,538,180,310
2023.12.31,5,2528,Yeouinaru,alighting,34,176,227,249,405,693,743,842,960,1086,1143,1216,862,742,472,359,282,316,296,134
2023.12.31,5,2529,Mapo,boarding,64,97,128,206,303,464,415,499,472,464,429,475,456,404,336,309,375,320,173,31
2023.12.31,5,2529,Mapo,alighting,21,135,121,216,278,258,270,326,393,390,366,479,614,562,391,404,363,279,224,399
2023.12.31,5,2530,Gongdeok,boarding,26,68,91,151,230,324,409,377,433,454,476,450,465,395,344,354,356,317,145,44
2023.12.31,5,2530,Gongdeok,alighting,17,83,105,151,180,240,303,315,322,358,386,449,548,520,427,426,376,302,177,490
2023.12.31,5,2531,Aeogae,boarding,38,51,74,133,184,217,252,293,260,246,242,234,228,199,152,109,127,155,61,29
2023.12.31,5,2531,Aeogae,alighting,12,53,56,97,167,166,111,131,141,188,193,209,237,250,206,251,167,181,131,369
2023.12.31,5,2532,Chungjeongno (Kyonggi Univ.),boarding,14,29,58,100,138,179,210,242,252,229,239,225,283,261,169,186,161,178,140,52
2023.12.31,5,2532,Chungjeongno (Kyonggi Univ.),alighting,5,17,29,42,64,100,75,84,104,111,107,114,139,113,111,127,85,137,89,127
2023.12.31,5,2533,Seodaemun,boarding,48,113,200,261,356,456,551,651,709,701,712,807,823,664,609,522,446,508,275,1600
2023.12.31,5,2533,Seodaemun,alighting,12,110,157,295,365,416,365,430,477,416,408,466,486,399,353,353,368,275,143,253
2023.12.31,5,2534,Gwanghwamun(Sejong Center for the Performing Arts),boarding,80,77,147,168,162,361,440,849,1138,1586,1957,3138,2799,3590,3951,4514,3638,2772,860,2688
2023.12.31,5,2534,Gwanghwamun(Sejong Center for the Performing Arts),alighting,12,279,339,672,943,1465,1899,2217,2722,2174,2500,2980,3699,3263,2625,2168,2130,2528,2203,254
2023.12.31,5,2535,Jongno 3(sam)ga,boarding,85,88,127,115,218,327,390,467,615,783,938,1145,1198,1152,1004,1075,1043,998,539,2331
2023.12.31,5,2535,Jongno 3(sam)ga,alighting,13,92,115,194,345,637,910,1047,1107,1177,1117,1213,1139,1127,862,725,655,544,355,401
2023.12.31,5,2536,Euljiro 4(sa)ga,boarding,18,14,21,46,63,83,156,154,201,227,242,274,234,255,206,194,153,128,96,128
2023.12.31,5,2536,Euljiro 4(sa)ga,alighting,3,34,35,70,109,121,223,278,295,309,280,252,268,201,147,115,107,63,43,83
2023.12.31,5,2537,Dongdaemun History & Culture Park(DDP),boarding,4,8,38,54,103,140,90,86,84,84,64,83,86,92,65,60,74,57,29,40
2023.12.31,5,2537,Dongdaemun History & Culture Park(DDP),alighting,6,34,23,52,44,62,73,69,104,105,133,156,129,128,108,112,104,112,71,100
2023.12.31,5,2538,Cheonggu,boarding,25,31,42,64,116,138,136,158,148,156,130,131,125,123,114,77,61,91,47,24
2023.12.31,5,2538,Cheonggu,alighting,10,27,29,38,60,60,92,90,146,113,126,155,180,167,142,135,111,117,64,116
2023.12.31,5,2539,Singeumho,boarding,36,63,92,125,225,283,256,313,333,285,275,229,231,217,183,121,121,95,52,18
2023.12.31,5,2539,Singeumho,alighting,12,61,57,87,150,166,119,173,196,213,250,316,330,300,250,222,253,197,129,160
2023.12.31,5,2540,Haengdang,boarding,49,95,127,202,308,376,362,429,401,373,323,295,300,186,124,160,142,124,45,27
2023.12.31,5,2540,Haengdang,alighting,23,55,70,101,132,156,157,177,211,206,273,311,319,316,305,270,265,201,136,157
2023.12.31,5,2541,Wangsimni(Seongdong-gu Office),boarding,41,29,33,55,84,120,127,208,187,196,229,211,237,213,176,218,212,156,64,38
2023.12.31,5,2541,Wangsimni(Seongdong-gu Office),alighting,5,55,45,115,130,231,189,223,308,290,270,276,282,294,232,200,192,124,78,396
2023.12.31,5,2542,Majang,boarding,35,55,71,143,202,236,230,255,310,285,251,230,208,162,167,229,185,152,43,18
2023.12.31,5,2542,Majang,alighting,7,42,42,90,136,220,183,231,213,205,199,248,276,288,203,171,176,126,96,90
2023.12.31,5,2543,Dapsimni,boarding,121,188,251,449,564,592,538,766,743,599,631,716,597,473,408,315,303,268,105,84
2023.12.31,5,2543,Dapsimni,alighting,26,148,151,229,247,352,346,444,500,467,540,525,579,605,551,516,524,452,338,422
2023.12.31,5,2544,Janghanpyeong,boarding,118,216,230,403,582,579,614,609,619,707,628,665,668,926,622,445,318,320,187,35
2023.12.31,5,2544,Janghanpyeong,alighting,15,142,160,232,275,533,623,600,552,541,546,610,686,772,534,546,624,440,314,492
2023.12.31,5,2545,Gunja(Neung-dong),boarding,104,130,164,270,416,447,415,484,521,506,531,596,530,460,355,386,310,352,207,47
2023.12.31,5,2545,Gunja(Neung-dong),alighting,13,95,84,131,197,287,293,429,464,457,528,639,646,652,591,520,504,434,298,853
2023.12.31,5,2546,Achasan(Rear Entrance to Seoul Children's Grand Park),boarding,134,192,244,385,551,591,612,672,794,773,779,771,717,645,504,355,323,265,111,54
2023.12.31,5,2546,Achasan(Rear Entrance to Seoul Children's Grand Park),alighting,37,117,133,234,308,571,468,614,657,602,693,741,680,654,502,564,482,436,256,228
2023.12.31,5,2547,Gwangnaru(Presbyterian University & Theological Seminary),boarding,92,180,202,274,392,482,486,602,588,626,560,612,546,443,336,391,1251,280,110,36
2023.12.31,5,2547,Gwangnaru(Presbyterian University & Theological Seminary),alighting,33,127,146,262,349,486,373,451,566,602,757,854,615,473,371,369,387,402,216,164
2023.12.31,5,2548,Cheonho(Pungnaptoseong),boarding,108,153,216,311,469,579,629,835,977,1093,1218,1324,1359,1360,946,995,785,527,223,137
2023.12.31,5,2548,Cheonho(Pungnaptoseong),alighting,36,200,236,285,675,882,783,908,1186,1068,1033,971,1086,982,765,698,664,513,369,310
2023.12.31,5,2549,Gangdong,boarding,174,188,281,420,623,660,613,716,707,595,651,733,713,459,383,332,296,302,113,33
2023.12.31,5,2549,Gangdong,alighting,28,139,153,222,270,380,386,456,601,627,629,580,677,620,639,511,527,464,348,479
2023.12.31,5,2550,Gil-dong,boarding,92,117,128,221,289,329,291,403,455,395,370,355,362,347,226,222,217,174,56,31
2023.12.31,5,2550,Gil-dong,alighting,9,61,89,119,197,207,232,305,269,424,331,381,423,351,317,243,303,303,125,149
2023.12.31,5,2551,Gubeundari(Gangdong Community Center ),boarding,107,126,174,292,394,465,451,532,565,534,472,448,401,345,297,273,243,226,61,46
2023.12.31,5,2551,Gubeundari(Gangdong Community Center ),alighting,22,80,95,183,246,317,325,303,346,347,375,483,473,474,433,332,395,299,185,134
2023.12.31,5,2552,Myeongil,boarding,76,121,138,289,319,550,341,637,494,504,434,352,328,327,239,180,157,158,66,141
2023.12.31,5,2552,Myeongil,alighting,26,104,114,234,246,427,305,244,348,299,316,436,404,478,378,299,378,348,251,107
2023.12.31,5,2553,Godeok,boarding,61,88,118,173,241,287,311,385,414,429,417,373,443,342,250,214,279,259,77,40
2023.12.31,5,2553,Godeok,alighting,28,91,76,127,199,281,228,248,406,294,382,413,360,421,324,337,299,212,128,109
2023.12.31,5,2554,Sangil-dong,boarding,130,137,218,417,557,615,584,684,628,550,558,519,453,370,304,255,226,198,61,30
2023.12.31,5,2554,Sangil-dong,alighting,19,96,129,177,176,211,179,302,371,392,476,545,633,676,499,492,452,469,335,237
2023.12.31,5,2555,Dunchon-dong,boarding,72,94,128,162,283,320,338,376,497,477,400,370,377,298,223,363,210,227,52,35
2023.12.31,5,2555,Dunchon-dong,alighting,8,59,91,163,267,298,310,297,451,355,405,351,449,462,277,295,271,214,128,92
2023.12.31,5,2556,Olympic Park(Korea National Sport University),boarding,19,69,40,89,129,178,176,236,225,232,202,231,238,150,125,149,81,70,13,1005
2023.12.31,5,2556,Olympic Park(Korea National Sport University),alighting,17,57,40,63,119,120,100,125,200,166,242,227,257,363,558,740,105,95,66,89
2023.12.31,5,2557,Bangi,boarding,47,64,97,132,205,239,209,470,436,297,281,359,265,258,228,224,287,200,53,69
2023.12.31,5,2557,Bangi,alighting,20,101,79,139,341,379,174,221,268,283,255,279,419,359,302,172,162,161,122,76
2023.12.31,5,2558,Ogeum,boarding,30,37,34,62,87,106,95,172,136,119,116,116,120,84,74,73,69,44,16,27
2023.12.31,5,2558,Ogeum,alighting,7,25,33,42,86,106,67,69,78,85,81,137,112,102,93,60,94,89,47,58
2023.12.31,5,2559,Gaerong,boarding,52,65,103,169,226,273,221,292,263,270,210,214,203,157,145,130,112,92,19,16
2023.12.31,5,2559,Gaerong,alighting,18,42,64,105,140,204,143,135,225,236,194,286,272,314,264,177,214,217,97,118
2023.12.31,5,2560,Geoyeo,boarding,81,133,157,269,400,451,378,413,449,358,357,317,298,228,188,182,192,160,37,13
2023.12.31,5,2560,Geoyeo,alighting,30,64,82,140,139,191,205,186,241,255,302,438,409,442,385,272,340,319,135,156
2023.12.31,5,2561,Macheon,boarding,104,114,139,234,335,348,291,375,322,284,274,237,206,167,111,158,111,135,32,14
2023.12.31,5,2561,Macheon,alighting,5,64,68,107,161,227,170,132,253,214,258,227,320,315,253,244,268,186,135,164
2023.12.31,5,2562,Gangil,boarding,36,66,107,212,261,296,251,264,228,268,230,204,194,143,127,86,92,88,16,6
2023.12.31,5,2562,Gangil,alighting,16,45,46,61,56,94,73,117,173,221,235,183,236,222,189,178,165,201,109,75
2023.12.31,5,2563,Misa,boarding,117,168,254,438,542,672,554,729,697,769,727,770,729,697,619,657,712,579,228,49
2023.12.31,5,2563,Misa,alighting,22,114,148,210,405,463,440,636,634,807,765,826,1068,953,906,817,715,690,478,199
2023.12.31,5,2564,Hanam Pungsan,boarding,33,34,56,115,126,177,188,284,295,289,255,265,193,178,186,124,167,101,30,19
2023.12.31,5,2564,Hanam Pungsan,alighting,4,83,111,114,223,254,185,184,177,211,195,234,156,229,131,155,134,165,152,49
2023.12.31,5,2565,Hanam City Hall (Deokpung&Sinjang),boarding,84,89,120,219,361,371,328,400,436,392,360,324,337,292,236,235,253,201,67,5
2023.12.31,5,2565,Hanam City Hall (Deokpung&Sinjang),alighting,3,77,78,119,127,203,217,222,312,224,354,368,298,456,301,350,333,269,181,130
2023.12.31,5,2566,Hanam Geomdansan,boarding,61,73,115,185,284,320,278,296,319,342,355,430,515,410,306,276,367,243,55,6
2023.12.31,5,2566,Hanam Geomdansan,alighting,3,78,73,130,283,364,296,376,336,438,418,296,337,327,245,250,179,215,125,106
2023.12.31,6,2611,Eungam,boarding,190,239,297,553,796,815,800,906,973,772,767,768,647,514,465,345,330,292,89,69
2023.12.31,6,2611,Eungam,alighting,40,163,167,185,391,377,378,449,546,504,687,879,836,1038,759,689,730,682,415,186
2023.12.31,6,2612,Yeokchon,boarding,39,59,78,136,172,156,143,220,237,168,159,159,144,94,116,81,62,64,23,10
2023.12.31,6,2612,Yeokchon,alighting,12,52,46,71,104,79,122,148,140,139,161,184,221,191,181,165,157,166,113,19
2023.12.31,6,2613,Bulgwang,boarding,25,46,67,82,125,188,147,198,272,269,281,356,314,225,204,175,165,77,31,30
2023.12.31,6,2613,Bulgwang,alighting,6,26,37,73,128,177,181,199,207,267,253,211,208,203,167,168,105,122,88,60
2023.12.31,6,2614,Dokbawi,boarding,40,37,64,87,126,129,104,135,127,93,101,110,104,89,91,58,39,46,18,6
2023.12.31,6,2614,Dokbawi,alighting,7,31,28,44,54,168,117,81,143,114,109,146,136,122,98,97,120,96,73,61
2023.12.31,6,2616,Gusan,boarding,89,81,161,277,311,357,328,356,349,343,326,284,261,242,165,160,149,136,37,17
2023.12.31,6,2616,Gusan,alighting,6,50,55,77,87,121,164,153,162,249,249,287,283,315,211,200,213,177,107,53
2023.12.31,6,2617,Saejeol(Sinsa),boarding,149,191,258,397,536,575,552,659,588,518,511,525,432,372,257,245,192,190,65,19
2023.12.31,6,2617,Saejeol(Sinsa),alighting,22,106,126,157,158,257,239,245,367,431,403,517,559,551,523,435,503,452,301,155
2023.12.31,6,2618,Jeungsan(Myongji Univ.),boarding,106,139,205,349,479,509,477,552,484,478,396,388,364,307,220,221,196,179,61,17
2023.12.31,6,2618,Jeungsan(Myongji Univ.),alighting,30,85,87,82,152,234,229,234,336,352,380,530,512,540,440,415,410,350,249,148
2023.12.31,6,2619,Digital Media City,boarding,102,148,210,289,430,543,509,528,503,468,397,450,400,370,239,225,218,206,67,23
2023.12.31,6,2619,Digital Media City,alighting,50,142,143,200,231,262,249,276,354,363,415,465,562,567,445,411,334,370,317,181
2023.12.31,6,2620,World Cup Stadium(Seongsan),boarding,26,20,45,56,92,151,140,200,252,250,347,451,338,324,221,172,277,130,43,8
2023.12.31,6,2620,World Cup Stadium(Seongsan),alighting,26,55,63,97,143,185,203,303,343,385,354,310,230,262,135,129,106,91,42,24
2023.12.31,6,2621,Mapo-gu Office,boarding,105,155,192,337,569,545,519,579,550,501,509,557,491,498,342,316,261,251,117,20
2023.12.31,6,2621,Mapo-gu Office,alighting,32,109,132,180,204,203,291,352,384,368,504,506,474,557,436,402,461,379,243,116
2023.12.31,6,2622,Mangwon,boarding,123,129,199,223,361,449,480,626,818,796,838,885,1042,867,691,661,633,513,185,58
2023.12.31,6,2622,Mangwon,alighting,37,91,115,205,331,617,767,849,1062,1078,1053,1108,1045,856,644,454,417,321,217,94
2023.12.31,6,2623,Hapjeong,boarding,151,124,106,150,260,301,353,512,617,693,751,898,913,791,775,864,914,697,384,124
2023.12.31,6,2623,Hapjeong,alighting,29,125,128,188,324,543,606,682,872,659,794,891,890,877,705,499,447,451,265,231
2023.12.31,6,2624,Sangsu,boarding,347,303,171,191,212,190,230,355,430,398,530,598,686,626,576,615,693,861,452,271
2023.12.31,6,2624,Sangsu,alighting,48,51,55,105,226,421,591,646,648,661,753,751,917,1065,926,850,865,919,568,120
2023.12.31,6,2625,Gwangheungchang(Seogang),boarding,45,85,95,154,254,308,325,457,418,395,361,347,343,301,188,131,184,197,64,32
2023.12.31,6,2625,Gwangheungchang(Seogang),alighting,44,101,111,201,265,348,197,261,239,291,271,257,337,303,258,264,229,239,132,98
2023.12.31,6,2626,Daeheung(Sogang Univ.),boarding,49,50,88,138,214,236,252,310,302,318,414,306,341,281,312,236,210,180,84,25
2023.12.31,6,2626,Daeheung(Sogang Univ.),alighting,28,63,72,94,199,195,227,287,263,286,287,380,303,372,274,243,186,183,133,272
2023.12.31,6,2627,Gongdeok,boarding,85,115,129,241,350,490,510,621,620,633,598,624,657,561,508,421,467,418,178,46
2023.12.31,6,2627,Gongdeok,alighting,53,160,181,245,338,351,360,406,529,467,530,611,662,570,481,470,399,425,221,448
2023.12.31,6,2628,Hyochang Park ,boarding,38,67,77,147,226,262,242,301,288,284,275,311,274,267,148,156,135,108,47,9
2023.12.31,6,2628,Hyochang Park ,alighting,17,69,66,90,139,166,132,135,215,225,211,243,241,227,231,196,140,183,112,92
2023.12.31,6,2629,Samgakji,boarding,36,43,65,106,138,166,219,351,341,319,356,445,460,329,273,245,240,193,101,40
2023.12.31,6,2629,Samgakji,alighting,24,83,82,114,148,170,183,261,188,264,218,234,273,244,155,167,165,171,103,129
2023.12.31,6,2630,Noksapyeong(Yongsan-gu Office),boarding,52,68,44,68,105,134,141,224,228,180,277,288,313,283,283,320,305,345,128,62
2023.12.31,6,2630,Noksapyeong(Yongsan-gu Office),alighting,14,50,55,95,134,206,192,289,303,312,398,296,429,447,339,293,257,190,118,85
2023.12.31,6,2631,Itaewon,boarding,1050,738,350,221,232,306,414,539,622,654,791,860,903,960,910,1093,1172,1309,713,399
2023.12.31,6,2631,Itaewon,alighting,43,113,145,168,266,512,607,739,912,836,971,1118,1273,1580,1513,1562,1653,1706,1313,1074
2023.12.31,6,2632,Hangangjin,boarding,37,32,35,75,88,66,141,193,274,416,650,784,1572,955,696,738,500,1092,85,877
2023.12.31,6,2632,Hangangjin,alighting,14,118,153,228,312,591,812,929,1290,862,1159,1121,1043,1146,760,451,189,101,55,290
2023.12.31,6,2633,Beotigogae,boarding,7,33,38,63,69,82,84,90,111,106,79,109,86,68,52,38,47,45,17,2
